,game_id,play_id,home_team_pred_proba_plus,away_team_pred_proba_plus,game_seconds_remaining
455884,2018121603,4358,0.8062508497585239,0.1937491502414761,86.0
455885,2018121603,4389,0.8063775714564504,0.1936224285435496,82.0
455886,2018121603,4414,0.7845915449087756,0.21540845509122442,60.0
455887,2018121603,4436,0.7604846549858251,0.23951534501417493,31.0
455888,2018121603,4458,0.7778591977839963,0.22214080221600374,24.0
455889,2018121603,4489,0.8485745297619465,0.15142547023805353,15.0
455890,2018121603,4586,0.8683028897009208,0.13169711029907916,10.0
456018,2018121602,4017,0.67884449913412,0.32115550086587996,158.0
456019,2018121602,4056,0.6830865857089802,0.3169134142910198,153.0
456020,2018121602,4149,0.6536557427382023,0.34634425726179774,116.0
456021,2018121602,4210,0.6267899814896061,0.3732100185103939,110.0
456022,2018121602,4232,0.6886167282599701,0.3113832717400299,71.0
456023,2018121602,4254,0.665789979297007,0.334210020702993,37.0
456286,2018121600,4034,0.9944602591727614,0.005539740827238626,293.0
456287,2018121600,4063,0.9936163863028541,0.006383613697145907,272.0
456288,2018121600,4097,0.9942005406169014,0.00579945938309856,241.0
456289,2018121600,4122,0.9946198012643679,0.0053801987356321135,202.0
456290,2018121600,4144,0.9954108025561832,0.004589197443816806,199.0
456291,2018121600,4215,0.9908233857343685,0.009176614265631544,191.0
456292,2018121600,4244,0.989824614868517,0.010175385131482972,144.0
456293,2018121600,4283,0.9894465017865531,0.010553498213446866,120.0
456294,2018121600,4305,0.9870631575689389,0.01293684243106108,77.0
456295,2018121600,4343,0.9877918121819121,0.012208187818087857,67.0
456296,2018121600,4368,0.9855073588070543,0.014492641192945688,41.0
456297,2018121600,4393,0.9829898454196245,0.01701015458037547,19.0
456298,2018121600,4415,0.984461790460259,0.015538209539741055,15.0
456433,2018121604,4019,0.7816335675816759,0.2183664324183241,349.0
456434,2018121604,4045,0.8014898463335793,0.19851015366642066,346.0
456435,2018121604,4070,0.8016198044928156,0.19838019550718444,309.0
456436,2018121604,4114,0.8730637945474982,0.12693620545250184,293.0
456437,2018121604,4136,0.8748032480693352,0.12519675193066482,250.0
456438,2018121604,4190,0.910840720688662,0.08915927931133805,244.0
456439,2018121604,4215,0.9090598132924923,0.0909401867075077,223.0
456440,2018121604,4235,0.9251168553776384,0.07488314462236156,187.0
456441,2018121604,4261,0.9391759694532111,0.060824030546788865,147.0
456442,2018121604,4280,0.9455710299876937,0.05442897001230629,141.0
456443,2018121604,4319,0.945818655791813,0.05418134420818699,136.0
456444,2018121604,4352,0.9541167425661751,0.04588325743382493,132.0
456445,2018121604,4391,0.9556651567002632,0.044334843299736804,127.0
456446,2018121604,4430,0.957079227264739,0.04292077273526096,123.0
456447,2018121604,4472,0.962859274584436,0.03714072541556401,117.0
456448,2018121604,4494,0.958896056511704,0.041103943488296046,75.0
456449,2018121604,4516,0.9540973129507314,0.04590268704926859,36.0
456579,2018121608,4020,0.04646517492334531,0.9535348250766547,252.0
456580,2018121608,4045,0.05105480569400314,0.9489451943059969,227.0
456581,2018121608,4070,0.05621147285224878,0.9437885271477512,198.0
456582,2018121608,4092,0.05172495203163154,0.9482750479683685,192.0
456583,2018121608,4114,0.04682205261993796,0.953177947380062,188.0
456584,2018121608,4139,0.04737971032460451,0.9526202896753955,160.0
456585,2018121608,4164,0.06159250037977053,0.9384074996202295,134.0
456586,2018121608,4212,0.08480422304014484,0.9151957769598551,127.0
456587,2018121608,4254,0.08273353878173945,0.9172664612182606,120.0
456588,2018121608,4276,0.07290272042015533,0.9270972795798447,117.0
456589,2018121608,4308,0.06335195084190023,0.9366480491580997,111.0
456590,2018121608,4330,0.036592534843624236,0.9634074651563758,107.0
456591,2018121608,4352,0.03912752118009333,0.9608724788199067,66.0
456592,2018121608,4374,0.04184843900591484,0.9581515609940852,29.0
456973,2018121605,4000,0.9726677810194141,0.02733221898058591,238.0
